property_id,property_type,market,acquisition_date,hold_years,acquisition_price,going_in_cap_rate,going_in_noi,current_revenue,current_noi,noi_margin,occupancy_pct,same_property_noi_growth_pct,current_cap_rate,implied_current_value,leverage_pct,debt_balance,interest_rate_pct,interest_coverage,annual_capex,equity_invested,cash_on_cash_pct,irr_pct,equity_multiple,recommendation,cluster,segment,next_year_noi_growth_pct_actual,predicted_next_year_noi_growth_pct,value_captured_pctile,forward_growth_pctile,value_creation_score
P0085,Multifamily,Atlanta,2018-03-02,7.8,32296055.0,0.0489,1579157.0,2991214.0,1973344.0,0.6597,93.4,2.88,0.0535,36902192.0,0.6876,22206051.0,6.45,1.38,136892.0,10090004.0,4.0,7.65,1.7,Hold,0,Value-Add Opportunity,2.17,2.95,43.8,50.0,46.9
P0086,Multifamily,New York,2024-12-23,1.0,73991821.0,0.0605,4473256.0,8371874.0,4665524.0,0.5573,96.7,4.19,0.0543,85909533.0,0.7065,52277378.0,6.72,1.33,134186.0,21714443.0,4.68,51.65,1.52,Hold,0,Value-Add Opportunity,3.32,4.3,89.60000000000001,78.60000000000001,84.1
P0087,Industrial,Miami,2022-10-27,3.2,28261982.0,0.0718,2029023.0,3588066.0,2277266.0,0.6347,94.5,3.69,0.0591,38532046.0,0.6262,17697824.0,6.47,1.99,139958.0,10564158.0,9.4,31.61,2.18,Sell,1,Mature / Harvest Candidate,4.86,4.1,98.8,76.4,87.6
P0088,Industrial,Miami,2022-08-09,3.4,21509691.0,0.0558,1200735.0,2196274.0,1212719.0,0.5522,98.4,0.29,0.0574,21127510.0,0.6338,13633102.0,7.44,1.2,96627.0,7876588.0,1.29,-2.19,0.94,Sell,0,Value-Add Opportunity,2.17,1.97,57.199999999999996,37.2,47.2
P0089,Hospitality,New York,2022-03-10,3.8,83265640.0,0.0793,6605212.0,11921109.0,7669106.0,0.6433,70.5,3.99,0.0867,88481561.0,0.5768,48024654.0,6.1,2.62,1161305.0,35240986.0,10.16,12.2,1.5,Hold,3,Core Stabilized,1.93,2.47,27.400000000000002,43.0,35.2
P0090,Retail,Los Angeles,2022-03-23,3.8,5958413.0,0.0767,457131.0,761067.0,470505.0,0.6182,74.2,0.77,0.0728,6465844.0,0.5979,3562385.0,6.63,1.99,17322.0,2396027.0,9.05,12.33,1.52,Reposition,2,Distressed / Turnaround,2.21,1.51,80.0,31.6,55.8
P0091,Office,Phoenix,2020-01-04,6.0,50626227.0,0.0875,4428652.0,5890266.0,3176287.0,0.5392,69.4,-5.39,0.0836,37976417.0,0.6631,33570453.0,5.23,1.81,437550.0,17055774.0,5.77,-11.73,0.56,Reposition,2,Distressed / Turnaround,-3.39,-3.71,80.0,1.6,40.8
P0092,Industrial,Austin,2023-12-25,2.0,35286005.0,0.0549,1935890.0,2996262.0,2032175.0,0.6782,94.0,2.43,0.0656,30957647.0,0.7043,24850942.0,5.79,1.41,194569.0,10435063.0,3.82,-22.96,0.6,Sell,1,Mature / Harvest Candidate,4.24,3.47,16.2,62.8,39.5
P0093,Industrial,Denver,2018-12-31,7.0,11458831.0,0.0555,635723.0,1780258.0,1038372.0,0.5833,86.5,7.25,0.0596,17420693.0,0.6102,6992623.0,6.66,2.23,90104.0,4466208.0,10.81,20.42,3.01,Sell,3,Core Stabilized,4.55,4.6,46.800000000000004,81.0,63.9
P0094,Retail,Atlanta,2024-05-23,1.6,31888606.0,0.0663,2114511.0,3894485.0,2256805.0,0.5795,92.2,4.13,0.0711,31752269.0,0.5885,18766022.0,6.78,1.77,312230.0,13122584.0,5.12,2.22,1.04,Hold,0,Value-Add Opportunity,2.88,3.67,42.6,66.8,54.7
P0095,Industrial,New York,2021-07-19,4.5,28425938.0,0.0499,1419401.0,2529122.0,1593419.0,0.63,100.0,2.63,0.0628,25359646.0,0.62,17625132.0,5.86,1.54,132633.0,10800806.0,3.95,-4.96,0.83,Sell,0,Value-Add Opportunity,2.45,3.22,8.200000000000001,57.199999999999996,32.7
P0096,Retail,Seattle,2018-11-30,7.1,14624933.0,0.0625,913884.0,1460644.0,989487.0,0.6774,96.5,1.13,0.0719,13755697.0,0.6621,9682941.0,6.04,1.69,77097.0,4941992.0,6.62,3.66,1.23,Hold,1,Mature / Harvest Candidate,-0.36,0.52,21.6,20.4,21.0
P0097,Retail,Atlanta,2020-01-26,5.9,24698998.0,0.062,1530724.0,2885877.0,1642667.0,0.5692,86.5,1.2,0.0748,21957102.0,0.5189,12817055.0,4.89,2.62,126798.0,11881943.0,7.49,3.39,1.18,Hold,3,Core Stabilized,2.15,1.97,8.799999999999999,37.2,23.0
P0098,Multifamily,Phoenix,2022-09-02,3.3,99592049.0,0.0474,4719987.0,9849350.0,6136972.0,0.6231,100.0,8.19,0.0551,111280860.0,0.4593,45739375.0,5.81,2.31,684248.0,53852674.0,5.19,10.47,1.33,Hold,3,Core Stabilized,6.59,5.74,26.0,96.39999999999999,61.2
P0099,Office,Seattle,2024-10-31,1.2,49283809.0,0.0778,3833881.0,5938881.0,3809441.0,0.6414,77.0,-0.55,0.0856,44528694.0,0.5815,28656683.0,6.81,1.95,397486.0,20627126.0,7.08,-20.29,0.8,Reposition,2,Distressed / Turnaround,-0.86,-1.0,25.2,10.8,18.0
P0100,Office,Chicago,2021-08-10,4.4,50946333.0,0.0794,4045408.0,6064823.0,3970368.0,0.6547,73.6,-0.42,0.0894,44388433.0,0.5346,27233369.0,6.56,2.22,197025.0,23712964.0,8.38,0.6,1.02,Reposition,2,Distressed / Turnaround,-1.13,-1.08,19.2,10.0,14.6
P0101,Office,Miami,2023-02-13,2.9,35765439.0,0.0873,3122430.0,5121187.0,3220316.0,0.6288,71.7,1.08,0.0834,38601281.0,0.5844,20902402.0,6.5,2.37,95331.0,14863037.0,11.88,15.85,1.5,Hold,2,Distressed / Turnaround,-1.95,-1.12,80.0,9.4,44.7
P0102,Industrial,Chicago,2020-12-09,5.1,15691696.0,0.052,816123.0,1662455.0,1000214.0,0.6016,92.9,4.1,0.0604,16550448.0,0.6097,9566527.0,6.14,1.7,68062.0,6125169.0,5.63,7.12,1.37,Hold,0,Value-Add Opportunity,3.22,3.84,23.799999999999997,71.39999999999999,47.6
P0103,Multifamily,Atlanta,2020-07-13,5.5,48468001.0,0.0579,2806585.0,5508846.0,3187531.0,0.5786,90.3,2.35,0.0539,59174006.0,0.5883,28512398.0,6.11,1.83,159752.0,19955604.0,6.45,13.71,1.8,Hold,0,Value-Add Opportunity,2.53,2.96,80.80000000000001,50.4,65.6
P0104,Retail,Phoenix,2019-02-10,6.9,11732114.0,0.0667,782720.0,1390166.0,867891.0,0.6243,89.2,1.51,0.0702,12368837.0,0.7217,8466747.0,5.57,1.84,60791.0,3265367.0,10.27,11.47,1.84,Hold,0,Value-Add Opportunity,0.78,2.03,50.8,38.2,44.5
P0105,Hospitality,Austin,2023-08-10,2.4,57003707.0,0.0817,4657386.0,8485695.0,4806239.0,0.5664,71.1,1.32,0.0855,56222623.0,0.6429,36646095.0,6.66,1.97,591867.0,20357612.0,8.71,4.13,1.08,Hold,2,Distressed / Turnaround,0.98,1.89,49.2,36.4,42.8
P0106,Multifamily,Atlanta,2023-12-14,2.1,25201592.0,0.056,1412522.0,3160937.0,1498071.0,0.4739,93.0,2.91,0.0465,32235571.0,0.641,16155057.0,6.44,1.44,113332.0,9046535.0,3.81,34.0,1.78,Hold,0,Value-Add Opportunity,3.89,3.76,96.39999999999999,69.19999999999999,82.8
P0107,Multifamily,New York,2023-11-24,2.1,40659228.0,0.0453,1840386.0,3166321.0,2032233.0,0.6418,96.1,4.82,0.0518,39228438.0,0.6636,26979614.0,6.49,1.16,139773.0,13679614.0,1.03,-7.38,0.86,Sell,0,Value-Add Opportunity,7.01,5.64,33.800000000000004,94.19999999999999,64.0
P0108,Industrial,Dallas,2023-08-03,2.4,28357311.0,0.0603,1709789.0,2801630.0,1863635.0,0.6652,100.0,3.63,0.0604,30869509.0,0.5403,15320936.0,5.68,2.14,129324.0,13036375.0,6.63,13.44,1.28,Hold,1,Mature / Harvest Candidate,3.79,3.84,64.8,71.39999999999999,68.1
P0109,Multifamily,Atlanta,2023-09-14,2.3,53758719.0,0.053,2849143.0,6328453.0,3175955.0,0.5019,99.6,4.83,0.0546,58125711.0,0.6927,37240698.0,4.38,1.95,392165.0,16518021.0,6.98,15.97,1.33,Hold,0,Value-Add Opportunity,4.74,5.27,56.8,91.2,74.0
P0110,Office,Miami,2019-07-12,6.5,34870956.0,0.081,2822968.0,4435081.0,2525838.0,0.5695,65.6,-1.7,0.0839,30109185.0,0.6147,21435055.0,6.98,1.69,22175.0,13435902.0,7.5,1.02,1.05,Reposition,2,Distressed / Turnaround,-1.61,-1.4,53.6,6.4,30.0
P0111,Multifamily,Miami,2020-06-08,5.6,27960658.0,0.0537,1502466.0,2750211.0,1790271.0,0.651,75.1,3.2,0.0591,30311298.0,0.6669,18647903.0,5.72,1.68,90388.0,9312754.0,6.81,9.28,1.6,Hold,2,Distressed / Turnaround,0.79,1.49,39.0,30.8,34.9
P0112,Multifamily,Atlanta,2019-10-27,6.2,19616166.0,0.0667,1309022.0,1598561.0,1155559.0,0.7229,99.5,-2.0,0.0505,22866374.0,0.545,10690222.0,5.41,2.0,78690.0,8925944.0,5.59,9.67,1.65,Hold,1,Mature / Harvest Candidate,0.58,0.54,100.0,21.0,60.5
P0113,Mixed-Use,Seattle,2021-01-02,5.0,30430322.0,0.0612,1861531.0,3733719.0,2318788.0,0.621,76.4,4.49,0.0719,32260123.0,0.5112,15557103.0,6.65,2.24,257632.0,14873219.0,6.9,8.25,1.42,Hold,3,Core Stabilized,3.67,3.2,16.2,56.2,36.2
P0114,Industrial,Dallas,2023-01-19,3.0,28982844.0,0.0548,1588666.0,3088395.0,1802387.0,0.5836,93.4,4.37,0.0617,29207954.0,0.6773,19628697.0,5.79,1.59,108594.0,9354147.0,5.97,4.74,1.14,Hold,0,Value-Add Opportunity,7.4,5.22,30.2,90.4,60.3
P0115,Industrial,New York,2024-10-11,1.2,35042028.0,0.0543,1901421.0,3342767.0,2041946.0,0.6109,86.8,6.0,0.0574,35564629.0,0.6463,22649368.0,6.95,1.3,24967.0,12392660.0,3.58,2.05,1.02,Hold,0,Value-Add Opportunity,4.58,4.9,53.0,87.2,70.1
P0116,Hospitality,Atlanta,2021-10-21,4.2,34683030.0,0.0787,2728415.0,3090406.0,2128498.0,0.6887,57.4,-5.74,0.0931,22862187.0,0.5569,19313467.0,6.59,1.67,177371.0,15369563.0,4.41,-24.65,0.38,Reposition,2,Distressed / Turnaround,-2.25,-1.7,5.2,5.2,5.2
P0117,Industrial,Seattle,2018-02-23,7.9,37071808.0,0.0542,2008390.0,6593601.0,3875071.0,0.5877,98.8,8.72,0.0552,70168214.0,0.5591,20727722.0,6.65,2.81,212926.0,16344086.0,13.98,24.09,4.06,Sell,3,Core Stabilized,6.3,5.77,59.8,97.2,78.5
P0118,Multifamily,Miami,2019-10-19,6.2,63026472.0,0.0591,3727014.0,7558725.0,4384366.0,0.58,98.3,2.65,0.0577,76016353.0,0.6988,44041666.0,5.01,1.99,160295.0,18984807.0,10.63,17.17,2.24,Sell,0,Value-Add Opportunity,1.54,3.35,71.6,60.8,66.2
P0119,Hospitality,Miami,2019-05-25,6.6,67629930.0,0.0905,6122066.0,13546128.0,8071634.0,0.5959,66.0,4.27,0.09,89682500.0,0.5367,36299768.0,7.07,3.15,440426.0,31330162.0,16.17,21.02,2.78,Sell,3,Core Stabilized,4.43,2.89,68.4,48.8,58.6
P0120,Retail,Phoenix,2024-11-12,1.1,46005901.0,0.0646,2970855.0,5155393.0,2950604.0,0.5723,69.9,-0.6,0.0683,43189572.0,0.735,33813744.0,6.31,1.38,212967.0,12192157.0,4.96,-25.23,0.75,Reposition,2,Distressed / Turnaround,1.79,0.43,49.8,20.0,34.9
P0121,Industrial,Atlanta,2023-02-17,2.9,16299904.0,0.053,863991.0,1588982.0,994915.0,0.6261,91.2,5.03,0.0656,15173359.0,0.557,9078338.0,5.8,1.89,52286.0,7221566.0,5.76,-0.9,0.97,Sell,1,Mature / Harvest Candidate,5.42,4.67,10.4,83.0,46.7
P0122,Hospitality,Dallas,2023-01-16,3.0,29518165.0,0.0848,2503981.0,3452272.0,2420851.0,0.7012,72.7,-1.13,0.085,28480657.0,0.6647,19620353.0,6.21,1.99,17261.0,9897812.0,11.96,6.91,1.2,Reposition,2,Distressed / Turnaround,-1.41,-0.4,64.0,15.2,39.6
P0123,Multifamily,Los Angeles,2020-12-24,5.0,13149395.0,0.0487,640200.0,1081347.0,687903.0,0.6362,82.6,1.44,0.0552,12472238.0,0.597,7850146.0,4.68,1.87,68061.0,5299250.0,4.77,1.36,1.06,Hold,1,Mature / Harvest Candidate,4.48,2.9,33.800000000000004,49.2,41.5
P0124,Office,Dallas,2023-10-11,2.2,95076768.0,0.0818,7777051.0,13760051.0,8357612.0,0.6074,77.3,3.29,0.089,93862208.0,0.6622,62962034.0,6.43,2.07,970049.0,32114734.0,10.4,5.72,1.11,Hold,2,Distressed / Turnaround,-0.72,1.29,28.999999999999996,27.800000000000004,28.4
P0125,Multifamily,Miami,2022-08-05,3.4,44385761.0,0.0532,2362101.0,4247805.0,2571661.0,0.6054,92.9,2.52,0.0535,48101909.0,0.5819,25828608.0,5.28,1.89,246502.0,18557153.0,5.19,9.68,1.3,Hold,0,Value-Add Opportunity,3.93,3.58,62.6,66.0,64.3
P0126,Multifamily,Miami,2023-09-02,2.3,31122890.0,0.0429,1335344.0,2673148.0,1448420.0,0.5418,97.1,3.54,0.0572,25302902.0,0.6086,18941531.0,5.02,1.52,59468.0,12181359.0,3.6,-26.3,0.55,Sell,0,Value-Add Opportunity,6.73,4.39,5.6000000000000005,80.0,42.8
P0127,Industrial,Chicago,2020-01-05,6.0,27606138.0,0.0673,1857480.0,3893684.0,2586012.0,0.6642,95.8,5.68,0.0632,40934775.0,0.6229,17194879.0,4.88,3.08,159525.0,10411259.0,15.24,25.72,3.12,Sell,3,Core Stabilized,3.29,4.18,81.2,77.2,79.2
P0128,Hospitality,Miami,2019-04-22,6.7,31330393.0,0.0928,2906686.0,5654442.0,3483748.0,0.6161,63.2,2.74,0.079,44094792.0,0.5498,17226919.0,6.99,2.89,253712.0,14103474.0,14.36,20.74,2.85,Sell,3,Core Stabilized,1.2,1.47,99.6,30.4,65.0
P0129,Office,New York,2019-02-20,6.9,152862447.0,0.0743,11361237.0,17206189.0,10512568.0,0.611,84.4,-1.12,0.0932,112774791.0,0.6719,102701813.0,5.6,1.83,980338.0,50160634.0,7.54,-7.52,0.68,Sell,2,Distressed / Turnaround,-1.04,-0.82,2.0,13.200000000000001,7.6
P0130,Retail,Denver,2020-09-10,5.3,19201384.0,0.0657,1261028.0,1958375.0,1468782.0,0.75,86.9,2.91,0.0644,22824878.0,0.5841,11215049.0,7.33,1.79,114304.0,7986335.0,6.67,12.81,1.73,Hold,1,Mature / Harvest Candidate,1.97,2.67,71.0,46.400000000000006,58.7
P0131,Multifamily,Atlanta,2018-12-23,7.0,33799070.0,0.0537,1815524.0,5243526.0,3329312.0,0.6349,92.8,9.01,0.0581,57273374.0,0.604,20414571.0,5.67,2.88,158965.0,13384499.0,15.04,25.83,3.72,Sell,3,Core Stabilized,4.51,5.33,45.800000000000004,91.60000000000001,68.7
P0132,Multifamily,Dallas,2024-04-27,1.7,45998980.0,0.054,2484255.0,4472386.0,2604764.0,0.5824,86.5,2.86,0.0585,44520693.0,0.5504,25317633.0,4.73,2.17,208592.0,20681346.0,5.79,0.07,1.0,Hold,3,Core Stabilized,3.39,3.23,45.0,57.99999999999999,51.5
P0133,Office,Denver,2023-02-28,2.8,57235086.0,0.082,4690488.0,7614532.0,4558684.0,0.5987,72.9,-1.0,0.0836,54506155.0,0.4406,25219876.0,5.21,3.47,412293.0,32015210.0,8.85,5.07,1.15,Reposition,3,Core Stabilized,-2.6,-1.35,57.599999999999994,7.199999999999999,32.4
P0134,Multifamily,Seattle,2023-10-22,2.2,35790336.0,0.0641,2292773.0,3817139.0,2585815.0,0.6774,86.8,5.63,0.0524,49388389.0,0.6066,21711422.0,7.09,1.68,282913.0,14078914.0,5.43,42.38,2.0,Sell,1,Mature / Harvest Candidate,5.48,4.38,98.0,79.4,88.7
P0135,Mixed-Use,Los Angeles,2019-01-28,6.9,25593769.0,0.0639,1636423.0,3659239.0,2289452.0,0.6257,84.8,4.96,0.0636,36010600.0,0.7889,20190491.0,5.98,1.9,216225.0,5403278.0,16.04,27.18,3.92,Sell,0,Value-Add Opportunity,2.56,3.29,67.0,58.8,62.9
P0136,Multifamily,New York,2022-11-23,3.1,40506809.0,0.0472,1912335.0,4178236.0,2290033.0,0.5481,100.0,5.97,0.0531,43094076.0,0.6749,27338949.0,5.66,1.48,253958.0,13167860.0,3.71,7.75,1.24,Hold,0,Value-Add Opportunity,7.17,6.25,37.4,100.0,68.7
P0137,Retail,Dallas,2024-04-09,1.7,46126333.0,0.0597,2754853.0,4397662.0,2928673.0,0.666,78.4,3.6,0.0698,41977396.0,0.6187,28536138.0,6.23,1.65,205268.0,17590195.0,5.38,-9.51,0.82,Sell,1,Mature / Harvest Candidate,1.95,2.06,18.8,38.800000000000004,28.8
P0138,Industrial,Denver,2019-07-28,6.4,47028973.0,0.0536,2521431.0,4479300.0,2627525.0,0.5866,83.7,0.64,0.0631,41628354.0,0.6016,28292519.0,6.5,1.43,327926.0,18736454.0,2.46,-3.61,0.81,Sell,0,Value-Add Opportunity,1.45,1.3,21.2,28.4,24.8
P0139,Multifamily,Los Angeles,2022-01-20,4.0,70975107.0,0.0518,3676598.0,6751147.0,4818057.0,0.7137,100.0,7.08,0.0592,81329447.0,0.6216,44116183.0,6.99,1.56,359129.0,26858924.0,5.11,11.92,1.53,Hold,1,Mature / Harvest Candidate,6.75,6.2,27.400000000000002,99.0,63.2
P0140,Mixed-Use,Chicago,2024-05-11,1.6,29428933.0,0.0758,2229752.0,3272093.0,2205398.0,0.674,84.5,-0.67,0.0736,29971682.0,0.6583,19373018.0,7.26,1.57,90893.0,10055915.0,7.04,6.77,1.14,Hold,2,Distressed / Turnaround,-0.97,-0.08,73.2,16.0,44.6
P0141,Mixed-Use,New York,2023-12-10,2.1,23168272.0,0.0619,1433985.0,2548091.0,1522826.0,0.5976,81.3,2.96,0.0658,23160379.0,0.5373,12449311.0,5.81,2.1,186182.0,10718961.0,5.72,3.56,1.07,Hold,3,Core Stabilized,3.07,2.58,48.4,45.0,46.7
P0142,Multifamily,New York,2022-12-01,3.1,30049392.0,0.0533,1602917.0,2424836.0,1658711.0,0.6841,100.0,1.11,0.0532,31200411.0,0.698,20974552.0,5.04,1.57,142964.0,9074841.0,5.06,6.86,1.21,Hold,1,Mature / Harvest Candidate,4.16,1.03,66.2,24.0,45.1
P0143,Retail,Chicago,2019-12-11,6.1,18508576.0,0.0679,1256759.0,2251597.0,1403630.0,0.6234,83.8,1.84,0.0643,21840852.0,0.6701,12402166.0,5.77,1.96,81371.0,6106411.0,9.94,15.31,2.07,Hold,0,Value-Add Opportunity,-0.17,2.07,77.2,39.2,58.2
P0144,Multifamily,Atlanta,2018-04-20,7.7,55303249.0,0.0591,3270101.0,6589026.0,4366144.0,0.6626,100.0,3.82,0.0508,85987454.0,0.6703,37068275.0,6.31,1.87,233318.0,18234974.0,9.84,19.61,3.38,Sell,1,Mature / Harvest Candidate,4.08,3.85,93.8,72.0,82.9
P0145,Multifamily,Chicago,2023-04-19,2.7,13728907.0,0.0672,922055.0,1583411.0,1020092.0,0.6442,97.7,3.8,0.0579,17630523.0,0.6507,8933308.0,5.33,2.14,80646.0,4795599.0,9.66,28.47,2.03,Sell,1,Mature / Harvest Candidate,4.18,4.06,95.39999999999999,75.6,85.5
P0146,Office,New York,2021-07-29,4.4,96683006.0,0.0748,7233319.0,12276200.0,7091742.0,0.5777,72.6,-0.45,0.0945,75074814.0,0.6214,60076226.0,5.33,2.21,666152.0,36606781.0,8.8,-9.39,0.72,Reposition,2,Distressed / Turnaround,0.28,-0.9,1.2,12.2,6.7
P0147,Industrial,New York,2023-06-04,2.6,22176871.0,0.0551,1221133.0,2505727.0,1472923.0,0.5878,100.0,7.53,0.0551,26749966.0,0.6671,14794197.0,6.38,1.56,122645.0,7382674.0,5.51,20.48,1.71,Hold,0,Value-Add Opportunity,3.96,6.24,65.60000000000001,99.6,82.6
P0148,Retail,Denver,2019-03-12,6.8,14540404.0,0.0743,1079843.0,1984391.0,1332515.0,0.6715,83.8,3.13,0.0686,19415880.0,0.6614,9617415.0,6.06,2.29,101653.0,4922988.0,13.16,20.18,2.83,Sell,1,Mature / Harvest Candidate,0.94,1.88,88.2,35.8,62.0
P0149,Office,Miami,2023-10-25,2.2,27129191.0,0.0821,2227072.0,3523310.0,2125476.0,0.6033,81.2,-2.11,0.0879,24182164.0,0.5952,16147760.0,6.13,2.15,278338.0,10981431.0,7.81,-8.5,0.84,Sell,2,Distressed / Turnaround,-1.0,-1.12,38.4,9.4,23.9
P0150,Multifamily,Los Angeles,2019-02-12,6.9,13989507.0,0.0631,882462.0,2115183.0,1268724.0,0.5998,95.1,5.41,0.0551,23017215.0,0.5798,8111786.0,5.49,2.85,140513.0,5877721.0,11.61,22.17,3.27,Sell,3,Core Stabilized,5.11,4.72,93.2,83.8,88.5
P0151,Hospitality,Chicago,2022-11-30,3.1,83006463.0,0.0855,7097349.0,14198879.0,8125222.0,0.5722,79.1,4.47,0.0828,98176243.0,0.6271,52055838.0,5.92,2.64,693086.0,30950625.0,14.06,25.23,1.85,Sell,3,Core Stabilized,3.29,3.38,74.0,61.8,67.9
P0152,Multifamily,Los Angeles,2021-05-13,4.6,33194855.0,0.0498,1654573.0,2572256.0,1649279.0,0.6412,100.0,-0.07,0.0557,29612036.0,0.7284,24180175.0,5.36,1.27,164177.0,9014680.0,2.1,-8.99,0.64,Sell,0,Value-Add Opportunity,2.17,2.44,37.4,42.4,39.9
P0153,Office,Chicago,2019-02-17,6.9,23610276.0,0.0815,1925275.0,2661242.0,1924414.0,0.7231,76.2,-0.01,0.0861,22349716.0,0.5333,12590475.0,6.81,2.24,64800.0,11019801.0,9.09,7.32,1.48,Reposition,1,Mature / Harvest Candidate,-1.52,-1.01,44.4,10.4,27.4
P0154,Retail,Seattle,2021-04-14,4.7,9419974.0,0.0747,703222.0,1476823.0,836803.0,0.5666,82.7,3.75,0.0709,11795556.0,0.5173,4872701.0,6.93,2.48,78210.0,4547274.0,9.26,16.09,1.93,Sell,3,Core Stabilized,3.46,3.22,78.60000000000001,57.199999999999996,67.9
P0155,Mixed-Use,New York,2018-03-17,7.8,32126904.0,0.0699,2246406.0,4047795.0,2514535.0,0.6212,89.2,1.46,0.0702,35827170.0,0.6315,20289208.0,4.62,2.68,328625.0,11837696.0,10.54,12.55,2.1,Hold,3,Core Stabilized,2.33,2.49,63.4,44.0,53.7
P0156,Multifamily,Miami,2023-10-13,2.2,73717975.0,0.055,4057706.0,6749401.0,4661210.0,0.6906,88.3,6.44,0.054,86277669.0,0.6236,45967738.0,5.36,1.89,274289.0,27750237.0,6.94,24.34,1.53,Hold,1,Mature / Harvest Candidate,4.26,4.72,69.6,83.8,76.7
P0157,Industrial,Denver,2019-06-25,6.5,21078597.0,0.0644,1357463.0,2693669.0,1659349.0,0.616,100.0,3.12,0.0583,28484493.0,0.6321,13324496.0,4.9,2.54,75550.0,7754101.0,12.0,19.03,2.72,Sell,3,Core Stabilized,5.88,3.22,88.8,57.199999999999996,73.0
P0158,Industrial,Miami,2021-05-11,4.6,11318996.0,0.065,735913.0,1362720.0,875709.0,0.6426,96.0,3.81,0.0596,14702588.0,0.6371,7211069.0,5.58,2.18,43550.0,4107927.0,10.46,20.47,2.28,Sell,1,Mature / Harvest Candidate,4.31,4.04,86.4,74.6,80.5
P0159,Multifamily,Miami,2024-04-28,1.7,28300073.0,0.0603,1706295.0,3140884.0,1780505.0,0.5669,90.4,2.57,0.0536,33189555.0,0.6044,17103880.0,6.03,1.73,72892.0,11196192.0,6.04,22.96,1.5,Hold,0,Value-Add Opportunity,1.47,2.77,91.2,47.4,69.3
P0160,Industrial,Miami,2024-07-20,1.5,20940646.0,0.0619,1296064.0,2125292.0,1363195.0,0.6414,96.3,3.54,0.0585,23294526.0,0.7243,15167110.0,4.94,1.82,62281.0,5773536.0,9.55,42.25,1.42,Hold,0,Value-Add Opportunity,4.42,3.75,76.4,68.60000000000001,72.5
P0161,Multifamily,Los Angeles,2021-04-14,4.7,8308612.0,0.051,423717.0,702421.0,428928.0,0.6106,83.6,0.26,0.053,8098367.0,0.5079,4220249.0,5.36,1.9,26404.0,4088363.0,4.31,2.58,1.12,Hold,3,Core Stabilized,0.5,1.46,55.60000000000001,30.0,42.8
P0162,Industrial,Chicago,2022-03-19,3.8,23357226.0,0.0589,1375280.0,2047055.0,1370066.0,0.6693,88.2,-0.1,0.0664,20635205.0,0.562,13126883.0,5.3,1.97,34572.0,10230343.0,6.26,-1.59,0.94,Sell,1,Mature / Harvest Candidate,2.6,1.79,26.8,34.0,30.4
P0163,Industrial,Austin,2023-07-10,2.5,21382794.0,0.0652,1394993.0,2456350.0,1668769.0,0.6794,100.0,7.49,0.0622,26810253.0,0.6128,13102781.0,6.27,2.03,111303.0,8280013.0,8.89,34.13,1.77,Hold,1,Mature / Harvest Candidate,7.29,5.74,74.8,96.39999999999999,85.6
P0164,Retail,Seattle,2022-12-05,3.1,25494811.0,0.0631,1608681.0,2138658.0,1602878.0,0.7495,83.4,-0.12,0.0698,22957917.0,0.505,12874288.0,6.16,2.02,134833.0,12620523.0,5.35,-2.78,0.92,Sell,1,Mature / Harvest Candidate,-0.14,0.09,32.2,17.599999999999998,24.9
P0165,Office,Dallas,2019-03-06,6.8,113424854.0,0.0802,9098039.0,10624055.0,6894817.0,0.649,68.7,-3.98,0.0908,75944294.0,0.6077,68927171.0,5.52,1.81,285201.0,44497683.0,6.3,-10.98,0.56,Reposition,2,Distressed / Turnaround,-1.41,-2.74,17.2,3.5999999999999996,10.4
P0166,Industrial,Miami,2019-01-13,7.0,42154285.0,0.0556,2345463.0,3228457.0,2054234.0,0.6363,98.8,-1.88,0.0587,35016515.0,0.7363,31038323.0,6.24,1.06,243379.0,11115962.0,-1.14,-18.08,0.22,Sell,0,Value-Add Opportunity,1.09,1.06,52.2,24.6,38.4
P0167,Multifamily,Atlanta,2022-10-28,3.2,27974449.0,0.0522,1459496.0,2422685.0,1525611.0,0.6297,100.0,1.4,0.0587,25993296.0,0.6215,17385059.0,5.66,1.55,133771.0,10589390.0,3.85,-4.38,0.88,Sell,0,Value-Add Opportunity,3.64,3.2,33.800000000000004,56.2,45.0
P0168,Multifamily,Los Angeles,2024-08-17,1.4,18402250.0,0.0597,1098075.0,1815300.0,1093431.0,0.6023,98.0,-0.31,0.0555,19709065.0,0.6361,11706574.0,5.88,1.59,119105.0,6695676.0,4.27,17.9,1.18,Hold,0,Value-Add Opportunity,4.21,2.03,81.6,38.2,59.9
P0169,Office,Denver,2018-11-23,7.1,162933541.0,0.0791,12895635.0,24310301.0,15483819.0,0.6369,83.0,2.61,0.0876,176814881.0,0.5318,86646178.0,7.44,2.4,774120.0,76287363.0,10.83,12.17,1.89,Hold,3,Core Stabilized,0.53,1.88,23.200000000000003,35.8,29.5
P0170,Retail,Dallas,2021-04-19,4.7,18540935.0,0.0683,1265949.0,2576045.0,1559100.0,0.6052,82.7,4.52,0.0728,21418891.0,0.5769,10695425.0,7.17,2.03,159948.0,7845509.0,8.06,12.89,1.72,Hold,3,Core Stabilized,2.5,3.36,45.0,61.199999999999996,53.1
